id	type
47078296	3
47078428	3
47078598	3
47078631	3
47079138	0
47079393	2
47081068	2
47081267	2
47081667	6
47081850	2
47082097	3
47082114	6
47082440	2
47083000	2
47083326	6
47083666	1
47083704	2
47083973	6
47084376	3
47084377	3
47084420	2
47084421	2
47084439	3
47084440	2
47084815	7
47084947	1
47084975	1
47085019	2
47085053	1
47085059	1
47085418	3
47085452	1
47085468	1
47085536	2
47085705	3
47085737	3
47085745	1
47085753	2
47085830	3
47085838	3
47085843	3
47086118	2
47086127	5
47086140	6
47086267	5
47086315	2
47086373	3
47086401	2
47086420	1
47086425	3
47086433	2
47086450	1
47086451	3
47086495	1
47086503	3
47086785	2
47086843	1
47086852	1
47087189	3
47087218	0
47087235	2
47087238	2
47087241	3
47087313	1
47087319	2
47087343	4
47087361	5
47087588	3
47087730	1
47087745	2
47087787	3
47087789	2
47087920	5
47088024	1
47088029	3
47088046	1
47088047	1
47088098	2
47088121	2
47088122	1
47088163	1
47088205	1
47088206	3
47088522	2
47088615	1
47088629	6
47088823	4
47089039	2
47089079	5
47089311	2
47089493	2
47089494	2
47089623	1
47089652	5
47089788	7
47089887	5
47089990	7
47091183	3
47091285	3
47091557	1
47091571	1
47092581	5
47092855	5
47092871	3
47093077	1
47093168	2
47093199	6
47093246	1
47093740	1
47093826	5
47093871	1
47094248	5
47094344	3
47094376	2
47094417	3
47094684	1
47095027	5
47095214	1
47095253	1
47095269	1
47095325	2
47095416	1
47095870	2
47095893	2
47095915	1
47096008	1
47096009	2
47096727	1
47096870	1
47096992	3
47097101	4
47097104	4
47097118	5
47097460	6
47097463	0
47097853	1
47098007	6
47098028	2
47098100	6
47098621	2
47098657	0
47098849	1
47098870	0
47098937	2
47099396	2
47099531	6
47099705	6
47100098	5
47100727	4
47100736	1
47100824	1
47100873	6
47101234	1
47101353	6
47101521	1
47101527	5
47101528	1
47101543	1
47101679	1
47102000	6
47102435	2
47102595	5
47102642	7
47102805	3
47103064	1
47103426	4
47103431	4
47103485	1
47103531	3
47103541	3
47103799	2
47104879	6
47105251	2
47105312	1
47105338	4
47105372	1
47105394	2
47105509	3
47105568	3
47105653	3
47105827	3
47105828	3
47105862	3
47105961	3
47105998	3
47106032	3
47106239	3
47106265	5
47106283	3
47106506	3
47106604	3
47106614	3
47106878	2
47106951	2
47107266	3
47107358	2
47107493	3
47107836	3
47108024	1
47108220	1
47108229	3
47108471	3
47108531	3
47108586	3
47108922	3
47108951	3
47109300	3
47109621	3
47109639	3
47109968	1
47110115	3
47110331	0
47110552	2
47112235	2
47113592	6
47113627	6
47113865	3
47114240	2
47114534	2
47114590	3
47114643	3
47115279	3
47115657	3
47115672	2
47115675	2
47115681	5
47115717	3
47116072	3
47116295	3
47116504	2
47116926	3
47116992	1
47117020	7
47117021	3
47117241	1
47117310	3
47117311	5
47117414	1
47117493	3
47117497	3
47117498	3
47117614	1
47117616	2
47117675	1
47117689	3
47117717	1
47117719	3
47117937	3
47117938	3
47118006	3
47118030	1
47118035	1
47118048	1
47118116	1
47118164	1
47118183	3
47118184	1
47118193	3
47118214	3
47118235	3
47118282	3
47118533	1
47118582	3
47118629	3
47118805	2
47118823	1
47118861	1
47118896	1
47118906	3
47118940	2
47119008	3
47119066	2
47119204	5
47119313	5
47119330	3
47119597	1
47119624	5
47119633	3
47119733	5
47119755	1
47119804	1
47119805	5
47119979	5
47120045	2
47120047	1
47120100	2
47120105	5
47120119	1
47120137	5
47120178	1
47120263	2
47120290	2
47120323	5
47120637	5
47120692	2
47120704	5
47120762	6
47121119	1
47121138	1
47121160	1
47121243	1
47121297	2
47121359	2
47121372	1
47121381	2
47121503	3
47121889	1
47121943	2
47122016	1
47122488	6
47122560	1
47122960	0
47123226	1
47123528	3
47123557	4
47123579	4
47123596	3
47123600	1
47123614	3
47123625	6
47123649	2
47123701	5
47123801	3
47123910	1
47123952	6
47123959	6
47124007	5
47124117	3
47124185	1
47124202	5
47124670	1
47124718	3
47124959	5
47125236	1
47125323	1
47125716	1
47125780	3
47126252	1
47126259	1
47126374	4
47126377	0
47126756	5
47126905	6
47127271	0
47127421	1
47127860	6
47127901	1
47127969	4
47128136	4
47128462	1
47128488	5
47128586	1
47128638	5
47128989	1
47129042	1
47129359	4
47129557	2
47129712	5
47129897	3
47129923	2
47129929	1
47130358	2
47130559	2
47130829	5
47131264	2
47131407	2
47131551	4
47132109	2
47132170	6
47132213	3
47133175	6
47133247	1
47133323	2
47133732	4
47133748	1
47134140	5
47134445	6
47134507	1
47134743	6
47134945	4
47135417	4
47135421	1
47135428	4
47135451	1
47135893	5
47136700	2
47137083	5
47137263	2
47137456	3
47137630	3
47137739	5
47137887	7
47138119	3
47138157	3
47138266	3
47138286	3
47138297	3
47138355	3
47138443	3
47138489	2
47139024	3
47139047	3
47139129	0
47139485	5
47139544	4
47139678	2
47139743	0
47139920	2
47139927	5
47140013	3
47140046	3
47140116	3
47140117	3
47140141	3
47140190	3
47140229	2
47140283	1
47140385	4
47140477	2
47140495	3
47140527	3
47140602	2
47140605	3
47141089	5
47141150	5
47141185	3
47141333	2
47141384	1
47141401	1
47141540	3
47141557	1
47141649	5
47141678	3
47141680	6
47141748	1
47141842	3
47141890	2
47142031	3
47142074	3
47142462	3
47142555	4
47142626	3
47142652	5
47142725	3
47142799	2
47142820	3
47142823	5
47142917	3
47142925	3
47142926	0
47142955	3
47143219	3
47143274	0
47143387	3
47143408	3
47143453	0
47143470	3
47143711	3
47143728	3
47143793	0
47144302	0
47144318	2
47145718	2
47146648	5
47147804	6
47148601	2
47148680	2
47148720	2
47148998	2
47149355	2
47149710	1
47149726	3
47149934	2
47150595	2
47150692	2
47150920	1
47151055	1
47151073	1
47151117	2
47151118	1
47151367	1
47151409	1
47151433	2
47151437	1
47151470	1
47151697	1
47151776	1
47151793	1
47151872	1
47151892	1
47151952	2
47151981	1
47152072	1
47152141	1
47152198	5
47152572	6
47152602	6
47152643	5
47152783	1
47152894	6
47152906	5
47152927	1
47152973	1
47153208	1
47153218	1
47153222	2
47153225	1
47153333	1
47153347	1
47153377	2
47153385	1
47153698	1
47153927	2
47153935	1
47153972	2
47154121	1
47154176	1
47154869	4
47154978	1
47155193	1
47155451	0
47155457	0
47155485	6
47155514	1
47155523	3
47155524	1
47155654	3
47155697	2
47155858	1
47156122	5
47156269	1
47156424	1
47156975	0
47157241	5
47157459	1
47157844	1
47158112	5
47158244	0
47158251	0
47158771	5
47159119	1
47159968	1
47160949	2
47161001	2
47161069	5
47161181	5
47161930	0
47162055	1
47162136	1
47162663	2
47162698	5
47162859	1
47163008	1
47163367	5
47163758	5
48014135	2
48014565	1
48014583	1
48014779	1
48014975	4
48014982	1
48014988	1
48015122	3
48015161	1
48015200	1
48015505	1
48015513	1
48015518	7
48015543	1
48015607	1
48015938	7
48016034	1
48016166	1
48016189	1
48016241	1
48016253	6
48016262	5
48016570	1
48016617	0
48016631	1
48016632	0
48016680	1
48016690	1
48016879	1
48017181	1
48017333	1
48017607	1
48017639	1
48017712	1
48017738	1
48017798	5
48018053	1
48018269	1
48018734	1
48019124	4
48019147	1
48019222	6
48019320	2
48019438	6
48019598	1
48019776	1
48020479	1
48020654	1
48020680	2
48021269	2
48021323	6
48021514	1
48021527	5
48022120	1
48022392	6
48022734	0
48022933	1
48023031	6
48023176	5
48023308	1
48023681	2
48024023	6
48024125	6
48024211	1
48024574	4
48024575	1
48024594	1
48025580	5
48025837	6
48026106	1
48026111	4
48026124	2
48026126	1
48027706	1
48028141	3
48028342	2
48028553	0
48028574	5
48028908	2
48029593	6
48029759	6
48029916	0
48030052	2
48030053	2
48030320	1
48030777	0
48031409	2
48031742	6
48032682	0
48035166	2
48035265	2
48035505	2
48035533	2
48035737	2
48035828	2
48035994	3
48036276	2
48036383	2
48036656	2
48036663	6
48036972	2
48036998	1
48037108	2
48037195	1
48037397	2
48037437	2
48037494	1
48037518	3
48037556	1
48037887	2
48037888	2
48037892	1
48037948	2
48037957	1
48037975	2
48038056	3
48038057	2
48038110	2
48038327	1
48038335	2
48038365	2
48038387	1
48038598	1
48038612	2
48038922	1
48038991	2
48038995	6
48039004	6
48039074	2
48039080	1
48039101	2
48039102	1
48039107	2
48039137	2
48039152	1
48039182	7
48039200	1
48039325	1
48039554	2
48039571	6
48039737	2
48039754	1
48039994	2
48040062	2
48040470	1
48040481	1
48040578	2
48040587	1
48040652	1
48040686	1
48040767	1
48040989	2
48042338	6
48042565	1
48042713	2
48042714	1
48042965	0
48042990	3
48042992	1
48043009	2
48043059	1
48043802	1
48044256	4
48044312	2
48044753	0
48045047	1
48045500	5
48045738	1
48046049	5
48046094	1
48046204	5
48046287	1
48046293	1
48046300	0
48046580	2
48046613	3
48046864	3
48047027	5
48047332	1
48047481	5
48047503	5
48047545	0
48047550	1
48048198	1
48048228	1
48048352	5
48048506	5
48048553	5
48048911	2
48049129	5
48049153	5
48049348	5
48049699	1
48049741	1
48049832	1
48050016	5
48050433	1
48050493	1
48050533	1
48050634	1
48050683	2
48050707	1
48050981	5
48051009	1
48051377	5
48051864	2
48051881	1
48052011	6
48052131	1
48052190	1
48052538	6
48053372	6
48053410	1
